,idx,source,w1,w2,w1_lemma,w2_lemma,rel_type,note,total_freq,w1_freq,w2_freq,rel_type_total_freq,MI,t-score,z-score,logDice,ΔP(w1->w2),ΔP(w2->w1),acad,blog,fic,mag,news,spok,tvm,web,log_freq,w1_log,w2_log,PC1,PC2,PC3
191,192,NW2017,foreign,policy,foreign,policy,mod_noun,,19295,88192,136674,64729561,6.69512134,137.5658716,1400.318667,11.45723341,0.216968167,0.140108717,4462,2951,48,1819,2064,5211,149,2591,4.285444782907415,4.945429191555494,5.135685904981223,5.379387899539936,-0.08169081947007885,-1.8539930934217559
192,193,NW2017,black,sheep,black,sheep,mod_noun,,421,193226,2677,64729561,5.719266676,20.12881792,146.1011663,6.137896458,0.002143839,0.154286849,39,42,63,50,37,31,111,48,2.6242820958356683,5.286065563574335,3.4276483711869328,-1.5350706780249952,0.13121808210147157,1.1597267303019165
193,194,NW2017,grand,piano,grand,piano,mod_noun,,493,28292,2283,64729561,8.94854353,22.15866224,492.5309743,9.045378958,0.017397755,0.215514455,14,30,149,108,104,30,22,36,2.69284691927723,4.45166364941041,3.3585059114902354,0.4740913780687371,1.369684795935883,1.834854006114373
194,195,NW2017,important,feature,important,feature,mod_noun,,866,140315,51485,64729561,2.955970331,25.63539872,71.40982102,7.20898002,0.005388121,0.014664386,399,109,7,148,37,19,2,145,2.937517892017347,5.147104100600798,4.7116807170778054,-1.8096289529749867,-0.5239985981004434,-0.5368328309168022
195,196,NW2017,prime,minister,prime,minister,mod_noun,,10294,24989,31339,64729561,9.732760377,101.3401067,1954.029858599999,11.96083607,0.3273056683999996,0.328245379,1140,640,178,1263,2027,4073,206,767,4.012584163914151,4.397748877047959,4.496085134397702,7.133064384896173,1.903215253626874,-0.3532572989423686
196,197,NW2017,general,population,general,population,mod_noun,,3683,96744,67841,64729561,5.182832682,59.01697032,355.689431,9.518192351,0.037076891,0.052849507,1568,496,47,422,261,247,93,549,3.566201718854913,4.985624039864657,4.8314922409479655,0.6182419829954359,-0.3700838229940454,-0.7313181085002808
197,198,NW2017,human,condition,human,condition,mod_noun,,1787,201004,96636,64729561,2.574107498,35.17422466,85.83537674,7.620115021,0.007420494,0.01540979,495,252,90,274,129,118,104,325,3.252124552505644,5.30320470001075,4.985138945140052,-1.394156880309228,-0.9615549984829789,-0.8597598089972153
198,199,NW2017,simple,question,simple,question,mod_noun,,2038,76494,142914,64729561,3.593013024,41.40312992,143.8253769,8.249681732,0.024463659,0.013107516,131,375,170,206,139,364,294,359,3.3092041796704077,4.883627371505464,5.155074774801673,-0.7908071430111812,-0.5823900401905948,-0.8951151904904316
199,200,NW2017,whole,grain,whole,grain,mod_noun,,2240,219605,8149,64729561,6.340245709,46.74449433,420.7581483,8.33216615,0.010108534,0.271521882,42,222,36,1252,306,120,19,243,3.3502480183341627,5.34164222397336,3.911104317804036,0.6425788524475179,-0.5623597820662375,1.3049706296325083
200,201,NW2017,possible,exception,possible,exception,mod_noun,,705,65939,8669,64729561,6.318906576,26.2192423,234.2665849,8.274436733,0.010568539,0.080316331,174,130,30,102,71,53,16,129,2.848189116991399,4.8191423565503095,3.9379690029514527,-0.6702140269558838,0.5642507140289987,0.45633645744468987
201,202,NW2017,high,temperature,high,temperature,mod_noun,Correct spelling: tempreture,3052,464512,33048,64729561,3.685828944,50.95204464,182.7823059,7.651028264,0.006103582,0.085217833,816,431,52,698,304,183,52,516,3.484584529282843,5.666996937848425,4.51914518196853,-0.5759295732926778,-1.1915247082734841,-0.408712872115825
202,203,NW2017,current,status,current,status,mod_noun,,851,124752,45013,64729561,3.294179187,26.19806131,82.05263406,7.359835794,0.006137963,0.016990184,393,113,22,68,56,29,21,149,2.929929560084588,5.0960475168766,4.653337958506749,-1.6927575740430725,-0.4054506808134225,-0.47354930068152024
203,204,NW2017,mass,destruction,mass,destruction,mod_noun,,4416,33100,10672,64729561,9.660359293,66.37086945,1888.019454,11.69080377,0.1333172,0.413349894,454,242,40,378,595,2093,160,454,3.6450290647211423,4.519827993775719,4.028245816572474,5.38934312221233,1.1117396372032815,1.7627147899938413
204,205,NW2017,balanced,budget,balanced,budget,mod_noun,,2427,8325,28376,64729561,9.377261605,49.19051228,1268.527409,11.08142664,0.291130597,0.085438868,70,221,3,178,394,1348,6,207,3.385069776331935,3.9203842421783577,4.452951175463887,4.112732402368104,3.098523326711293,-1.1033496874013642
205,206,NW2017,past,decade,past,decade,mod_noun,,10855,123261,38209,64729561,7.221011734,103.4889802,1264.051223,11.10516548,0.087641767,0.282357796,2648,1239,171,2439,2370,545,62,1381,4.035629827790439,5.09082568678197,4.582165671549571,4.214219459521911,-0.5731182736589666,0.27275479238791017
206,207,NW2017,great,victory,great,victory,mod_noun,,647,458266,20771,64729561,2.137434504,19.65496478,41.22761575,5.467844336,0.001098734,0.024077223,45,75,40,107,81,153,79,67,2.8109042806687006,5.661117636952104,4.317457405732373,-2.5937746223023885,-0.8506640542547701,-0.3707291854249413
207,208,NW2017,raw,data,raw,datum,mod_noun,,1386,20557,79575,64729561,5.777263176,36.55020488,270.6790042,8.825167966,0.066213972,0.017120995,459,446,37,103,30,38,23,250,3.141763230275788,4.312959735882106,4.900776647293041,-0.06961781581823263,0.6210632760738298,-0.6241474208165013
208,209,NW2017,mass,media,mass,medium,mod_noun,,1675,33100,45248,64729561,6.177756763,40.36141397,343.4087985,9.452336553,0.049930731,0.03653239,749,241,24,192,142,84,22,221,3.224014811372864,4.519827993775719,4.655599387780787,0.30739751915870883,0.5596318743146741,-0.431957710463162
209,210,NW2017,religious,belief,religious,belief,mod_noun,,4352,76444,26677,64729561,7.10995976,65.49212413,769.741061,10.43348421,0.056585259,0.162022584,1078,1073,77,391,415,304,87,927,3.6386888866901237,4.883343403820929,4.426136988786424,2.1862854597092602,0.10883772445964891,0.11031865465217797
210,211,NW2017,national,treasure,national,treasure,mod_noun,,609,151638,4552,64729561,5.835663151,24.24581071,183.2278716,6.997355855,0.003955086,0.131453951,61,55,19,138,103,107,72,54,2.784617292632875,5.1808080477493075,3.6582022533870147,-1.127470974017382,0.15964014976373495,0.8619444319682403
211,212,NW2017,domestic,violence,domestic,violence,mod_noun,,5457,41168,27824,64729561,8.268535753,73.63195813,1293.019251,11.33975087,0.132208646,0.195573714,1106,690,70,707,1170,934,114,666,3.736953953783146,4.614559768866271,4.444419564658637,3.946645922177695,0.9028279270469785,-0.01059591075873812
212,213,NW2017,financial,institution,financial,institution,mod_noun,,4120,99681,47940,64729561,5.802376796,63.0370638,470.9130294,9.836890179,0.040653834,0.084463354,604,601,14,630,723,379,35,1134,3.6148972160331345,4.998612386180097,4.680698029697635,1.1236220573702886,-0.2715116889222603,-0.49599815915695294
213,214,NW2017,important,component,important,component,mod_noun,,1138,140315,32220,64729561,4.026227633,31.66384803,127.8119133,7.755755315,0.007629098,0.033168476,675,98,3,119,56,55,6,126,3.056142262059052,5.147104100600798,4.508125536083199,-1.2156058077712655,-0.34048697907675196,-0.3637192845173489
214,215,NW2017,public,confidence,public,confidence,mod_noun,,580,233955,10038,64729561,3.998774707,22.57671091,90.26850261,6.283428857,0.002332464,0.05417449,123,47,4,65,151,118,7,65,2.7634279935629373,5.369132331208923,4.001647191346038,-1.947449076938215,-0.25883370135273936,0.10626682507077015
215,216,NW2017,military,aircraft,military,aircraft,mod_noun,,462,113657,7839,64729561,5.0688895,20.85381198,120.8173611,6.96119975,0.003950695,0.05718714,79,25,15,85,93,86,20,59,2.6646419755561257,5.055596188567408,3.894260664446988,-1.6385731110600883,0.25379613590041084,0.3258505766268644
216,217,NW2017,significant,decrease,significant,decrease,mod_noun,,500,91821,3725,64729561,6.564144434,22.12437057,215.2152835,7.421876429,0.005395484,0.132817298,337,42,0,25,20,17,2,57,2.6989700043360187,4.962942018250487,3.5711262770843115,-0.9367177721922145,0.5384812529122786,1.0249538109008065
217,218,NW2017,conceptual,framework,conceptual,framework,mod_noun,,889,7316,16045,64729561,8.937285464,29.75528115,658.8090559,10.2842252,0.121280319,0.055307354,774,27,3,23,2,4,1,55,2.9489017609702137,3.8642736968043794,4.205339721431523,1.4832026936845815,2.325065951204589,-0.040627354069707466
218,219,NW2017,main,entrance,main,entrance,mod_noun,,748,93553,7214,64729561,6.164735839,26.96836452,228.4229895,7.926230735,0.007895431,0.102253381,50,46,242,81,154,43,55,77,2.8739015978644615,4.971057718747365,3.8581761379823445,-0.728146151193405,0.3698828718349541,0.5902099256795454
219,220,NW2017,professional,athlete,professional,athlete,mod_noun,,992,60334,19982,64729561,5.735020712,30.90468425,225.5438248,8.660796511,0.016148159,0.048727629,83,101,33,171,265,142,57,140,2.9965116721541785,4.7805621189570635,4.3006389546353985,-0.554475682737771,0.36939117740434274,-0.019041953625942017
220,221,NW2017,private,sector,private,sector,mod_noun,,11516,115268,37952,64729561,7.412752632,106.6828458,1392.595664,11.26610697,0.09949717,0.301832125,2518,2181,56,1231,1440,1695,97,2298,4.061301656206044,5.061708757838486,4.57923466734815,4.620660695840516,-0.5008221241337258,0.33230999876873735
221,222,NW2017,mechanical,failure,mechanical,failure,mod_noun,,289,11976,24826,64729561,5.975424349,16.72981144,132.7033936,8.007429131,0.023752457,0.011460401,38,16,24,32,47,65,36,31,2.4608978427565478,4.078311787334996,4.394906751054026,-1.3986052014273327,1.1222781306277314,0.13259946208043955
222,223,NW2017,economic,expansion,economic,expansion,mod_noun,,543,140454,10612,64729561,4.559582625,22.31419697,108.3594598,6.87998892,0.003710141,0.049006664,133,51,7,108,108,64,3,69,2.734799829588847,5.147534112018842,4.025797241310292,-1.708990253191303,0.03246763917825961,0.14163329898383897
223,224,NW2017,natural,disaster,natural,disaster,mod_noun,,3209,93816,14789,64729561,7.226046205,56.26965613,688.4978524,9.919177076,0.034026095,0.2155855,419,726,103,421,367,426,110,637,3.506369717095504,4.972276912143853,4.169938808941815,1.7623859412006138,0.003459309595840252,0.7561232858975574
224,225,NW2017,good,impression,good,impression,mod_noun,,905,874265,10922,64729561,2.617034806,25.17958091,62.36651629,5.066151244,0.000878285,0.069365561,34,128,161,94,83,65,220,120,2.9566485792052033,5.941643092352565,4.038302172199525,-2.3214741977402644,-1.066578945347237,-0.06566482068162884
225,226,NW2017,social,network,social,network,mod_noun,,6087,220803,55735,64729561,5.000740823,75.58237915,427.6682922,9.494397436,0.026797928,0.105893258,1397,1457,22,723,936,126,38,1388,3.7844033017530085,5.344004969757318,4.746128005464328,1.0986525551913826,-1.0029380030891535,-0.5743762745612897
226,227,NW2017,explosive,device,explosive,device,mod_noun,,1031,7361,50105,64729561,7.499396988,31.93173468,429.5307234,9.199407606,0.139304266,0.020478922,68,105,43,96,206,298,92,123,3.0132586652835167,3.866936817731639,4.699881066467242,0.7741353640346385,1.8387134548002368,-0.6336201223691843
227,228,NW2017,hard,currency,hard,currency,mod_noun,,745,98407,9833,64729561,5.639128749,26.74700264,188.8202516,7.817222396,0.007429986,0.074256281,205,60,32,129,170,103,15,31,2.8721562727482928,4.993025992265144,3.9926860391621277,-0.9623942186432497,0.26679053430968325,0.32371740199430055
228,229,NW2017,negative,impact,negative,impact,mod_noun,,2209,44670,44998,64729561,6.152507193,46.3392934,390.8355088,9.656872104,0.048790034,0.048434639,915,368,10,219,235,139,24,299,3.344195715871435,4.650015952471839,4.653193211369425,0.5961555082063368,0.37336690604157646,-0.46146944424242015
229,230,COLLEX,do,damage,do,damage,verb_obj,,4180,476373,22245,33005666,3.702572002,59.68696305,215.3634991,8.101711788,0.008219291,0.173591324,160,703,479,528,443,699,534,634,3.621176281775035,5.677947138446113,4.347232410084064,0.012432573604209707,-1.5652106442644917,-0.02318126742054546
231,232,COLLEX,hold,discussions,hold,discussion,verb_obj,,260,175132,19935,33005666,1.297479011,9.564474208,14.99516162,5.448757605,0.000885305,0.007740944,57,38,11,29,61,8,7,49,2.4149733479708178,5.24336550732662,4.2996162399984135,-3.2010734792211064,-0.5968465805869801,-0.38048171641775297
232,233,COLLEX,catch,cold,catch,cold,verb_obj,,463,54670,3515,33005666,6.313308028,21.24685497,189.4707602,8.026508727,0.008376373,0.130078666,4,30,109,80,25,42,135,38,2.6655809910179533,4.737749073891557,3.5459253293558426,-0.8734486918168677,0.5974831586949277,0.9100586900925258
233,234,COLLEX,pay,visit,pay,visit,verb_obj,,2126,147589,10940,33005666,5.441585464,45.04760223,296.9695383,8.779538628,0.014136623,0.18992405,89,165,385,235,173,254,626,199,3.327563260187278,5.169053990160983,4.039017321997412,0.25319988528425846,-0.5244601971346946,0.567413892627219
234,235,COLLEX,strike,pose,strike,pose,verb_obj,,573,20813,1656,33005666,9.099917434,23.89379403,559.7049768,9.706743032,0.027498037,0.345401234,35,31,172,153,79,28,33,42,2.75815462196739,4.318334684226136,3.219060332448861,1.1927220867792383,1.1597414023238977,2.5251517654988787
235,236,COLLEX,shed,tears,shed,tear,verb_obj,,1038,11050,8870,33005666,8.449323964,32.12583545,600.626388,10.7376607,0.09369928,0.116720252,44,172,199,121,114,103,121,164,3.016197353512439,4.04336227802113,3.9479236198317262,1.519487954268466,1.7982054173347972,0.322429289434769
236,237,COLLEX,exercise,rights,exercise,right,verb_obj,,1880,12397,93386,33005666,5.744105238,42.54999951,311.5111147,9.185768676,0.148876118,0.019811951,299,468,29,124,211,221,85,443,3.27415784926368,4.093316601204331,4.970281773676819,0.7122772977820316,0.9999633303372824,-1.2414516125224004
237,238,COLLEX,seize,opportunity,seize,opportunity,verb_obj,,1078,9921,68743,33005666,5.705156813,32.20356928,232.6031944,8.810725535,0.106607682,0.015413114,197,117,100,200,157,113,63,131,3.03261876085072,3.9965554496333655,4.837228481176473,-0.036999137996703124,0.9998794687462763,-0.8185591946635391
238,239,COLLEX,press,charges,press,charge,verb_obj,,1414,19576,25566,33005666,6.543039556,37.19994213,359.2260715,10.00338369,0.071499116,0.054757135,19,109,158,82,147,207,582,110,3.150449409460881,4.291723956343732,4.4076627845840965,0.604932948585268,0.930497256863689,-0.3668585123723805
239,240,COLLEX,lodge,complaint,lodge,complaint,verb_obj,,229,575,11525,33005666,9.993350204499997,15.11947804,510.6159782,9.276484361,0.3273056683999996,0.019859361,15,27,30,30,46,16,28,37,2.359835482339888,2.7596678446896306,4.0616409340616855,1.688803488323429,4.579808774509914,-0.8806356038207575
240,241,COLLEX,draw,conclusion,draw,conclusion,verb_obj,,3038,64677,11653,33005666,7.055737591,54.70376438,630.9741119,10.34894358,0.046710347,0.25883721,766,594,161,275,271,350,84,537,3.4825877695267677,4.8107498672383535,4.0664377464539925,1.9157672374950847,-0.0005162274247537424,0.893097398842208
241,242,COLLEX,commit,crime,commit,crime,verb_obj,,6414,29010,17405,33005666,8.711742144,79.89643663,1635.969716,11.96083607,0.220762877,0.367829824,401,860,316,472,955,1928,682,800,3.8071289555924217,4.462547728802664,4.240674027620307,5.656541654243357,1.1767501047676872,0.5368887935131336
242,243,COLLEX,say,prayer,say,prayer,verb_obj,,2110,121834,8145,33005666,6.1329814,45.28020585,379.327278,9.055108255,0.017135122,0.255426362,58,181,579,180,160,234,501,217,3.3242824552976926,5.085768503008109,3.910891088644528,0.7124365507630032,-0.4189685486377028,1.0790023579881607
243,244,COLLEX,give,speech,give,speech,verb_obj,,4952,705536,20043,33005666,3.530834956,64.28204962,218.541204,7.805022423,0.006551565,0.225829731,202,627,256,583,578,1738,462,506,3.6947806360120614,5.848519178547438,4.301962726473363,0.13560100630302108,-1.9169373254225532,0.23850820240477086
244,245,COLLEX,strike,deal,strike,deal,verb_obj,,1107,20813,51912,33005666,5.079672119,32.28773405,187.7605744,8.962275736,0.051647659,0.02072656,59,116,42,197,335,180,66,112,3.044147620878723,4.318334684226136,4.715267761150698,-0.4410360908830879,0.4463650430765609,-0.5959509641985149
246,247,COLLEX,hold,breath,hold,breath,verb_obj,,4299,175132,25790,33005666,4.973388426,63.4796533,355.7984847,9.45350938,0.023892595,0.1615126,52,483,1812,412,276,281,585,398,3.633367445117007,5.24336550732662,4.411451342137937,0.8568148226050024,-0.9189858880351389,-0.07124991000422055
247,248,COLLEX,conduct,orchestra,conduct,orchestra,verb_obj,,115,35615,900,33005666,6.887721864,10.63324496,115.7100977,6.689288441,0.003205167,0.126702176,2,11,22,11,38,20,5,6,2.060697840353612,4.551632948680588,2.9542425094393248,-1.8164399716247228,1.2178066759045245,1.4805217285554884
248,249,COLLEX,lose,count,lose,count,verb_obj,,533,187354,5316,33005666,4.142669453,21.77973182,91.53483682,6.502219296,0.00269914,0.094602174,8,86,138,47,47,42,100,65,2.7267272090265724,5.272662969697675,3.725584972270694,-1.8021256448524663,-0.2510621827300918,0.3877862483930621
249,250,COLLEX,take,root,take,root,verb_obj,,1661,1120240,9721,33005666,2.331781298,32.65977407,73.27928669,5.589994809,0.001229938,0.136966696,279,196,205,302,294,129,62,194,3.2203696324513946,6.049311075803824,3.9877109431303057,-1.7751770062139365,-1.5784355213548662,0.08393807708100574
250,251,COLLEX,keep,secret,keep,secret,verb_obj,,2914,240281,16842,33005666,4.570856639,51.71015049,252.0915443,8.536686021,0.011702385,0.165824455,53,190,596,196,114,395,1197,173,3.4644895474339714,5.380719430723204,4.226393663018083,0.10237048754620859,-0.9732490240593901,0.17012528723298756
251,252,COLLEX,take,revenge,take,revenge,verb_obj,,748,1120240,3918,33005666,2.491826734,22.48735072,53.33294784,4.633139403,0.000592539,0.156991528,75,68,128,57,78,70,160,112,2.8739015978644615,6.049311075803824,3.5930644316587177,-2.3470434483386216,-1.2827229353164464,0.5482880098314216
252,253,COLLEX,keep,diary,keep,diary,verb_obj,,628,240281,2560,33005666,5.07453998,24.31623966,141.1532198,6.404968255,0.002554642,0.238050971,70,64,73,131,74,83,62,71,2.797959643737196,5.380719430723204,3.4082399653118496,-1.1954644221808037,-0.44415825086239996,1.4239682296160554
253,254,COLLEX,polish,shoes,polish,shoe,verb_obj,,84,2186,16759,33005666,6.241801665,9.0557195441,78.67693587,7.182787903,0.0379211,0.004948514,0,2,40,10,4,4,16,8,1.9242792860618816,3.339650157613684,4.224248100962593,-2.0443274626435124,1.7561891431142964,0.41698588574053047
254,255,COLLEX,make,apologies,make,apology,verb_obj,,742,920276,5785,33005666,2.201677427,21.31818686,45.72310739,4.714527675,0.000649106,0.100397981,32,94,75,102,128,171,72,68,2.870403905279027,5.963918096150782,3.7623033632877685,-2.5328332133974083,-1.1950717525188905,0.14237310651368867
255,256,COLLEX,clench,fist,clench,fist,verb_obj,Correct spelling: first,425,1507,5279,33005666,9.993350204499997,20.60383631,865.1757719,11.00297332,0.28187018,0.080474884,7,11,300,30,19,6,16,36,2.6283889300503116,3.1781132523146316,3.7225516620009587,2.734555933466104,4.127840044838152,-0.4729900941121583
256,257,COLLEX,blow,fuse,blow,fuse,verb_obj,,152,27482,823,33005666,7.793189887,12.27324553,182.7895575,7.45915821,0.005510546,0.183862098,1,12,21,12,13,8,65,20,2.1818435879447726,4.439048335278244,2.91539983521227,-1.1342968927213397,1.3334443853539877,1.8748002221814022
257,258,COLLEX,pay,heed,pay,heed,verb_obj,,494,147589,1068,33005666,6.692656,22.01124202,223.8667798,6.766739358,0.003329664,0.458090013,66,49,172,64,65,17,14,47,2.693726948923647,5.169053990160983,3.0285712526925375,-0.31174816082294393,-0.35401528550977174,3.1440923327593095
258,259,COLLEX,make,escape,make,escape,verb_obj,,492,920276,2544,33005666,2.794134845,18.98317837,49.99517911,4.633139403,0.000592539,0.165526621,17,28,178,54,27,44,63,81,2.69196510276736,5.963918096150782,3.4055171069763763,-2.4532198827899028,-1.0159883498852116,0.7668082774875549
259,260,COLLEX,lose,faith,lose,faith,verb_obj,,1612,187354,19258,33005666,3.882268886,37.42699885,143.7224781,7.998071506,0.008066345,0.078074608,68,281,150,170,183,217,307,236,3.2073650374690716,5.272662969697675,4.284611182369772,-0.8681405794238761,-0.6651261826470699,-0.24118065948714218
260,261,COLLEX,conduct,survey,conduct,survey,verb_obj,,1238,35615,7546,33005666,7.248312218,34.95380415,430.9968999,9.876354929,0.034569309,0.163018643,467,124,13,196,205,55,17,161,3.0927206446840994,4.551632948680588,3.877716800864977,0.7556425516760749,0.6991187291217935,0.72952076974447
261,262,COLLEX,walk,bike,walk,bike,verb_obj,,117,16822,10243,33005666,4.486162776,10.33401376,48.92195638,7.146223952,0.006648225,0.010916152,0,5,38,10,5,2,3,54,2.0681858617461617,4.225877628639519,4.0104271727170495,-2.4108548828596046,0.8728389451685656,0.23304327002999442
262,263,COLLEX,pass,judgement,pass,judgement,verb_obj,,1005,61973,14484,33005666,5.207665511,30.84386887,187.4997147,8.750618813,0.015807587,0.067538901,103,236,91,86,97,107,120,165,3.002166061756508,4.792202520063025,4.160888516144974,-0.6144766201457669,0.16084132029447062,-0.015882695135497248
263,264,COLLEX,speak,mind,speak,mind,verb_obj,,1521,17275,51790,33005666,5.810230783,38.3049583,286.9339042,9.495137275,0.086522471,0.028890542,54,290,146,149,167,283,182,250,3.182129214052998,4.237418056046236,4.714245911017894,0.3247432876954042,0.7588091858527287,-0.750911065516967
264,265,COLLEX,spoil,fun,spoil,fun,verb_obj,,185,3114,33814,33005666,5.857705537,13.36691762,101.7896937,7.358953952,0.058390138,0.005382273,0,29,33,23,10,4,68,18,2.2671717284030137,3.4933186082321015,4.529096548321951,-1.620055132111622,1.449391054492104,0.022841494791246225
265,266,COLLEX,serve,purpose,serve,purpose,verb_obj,,4509,56092,14223,33005666,7.543356586,66.78912017,912.2083066,11.03704693,0.080090981,0.315458199,1003,830,365,589,397,305,282,738,3.6540802353065707,4.74890092536303,4.1529912100386195,3.1219110823229532,0.06708719511422133,0.9624287583890622
266,267,COLLEX,make,friends,make,friend,verb_obj,,5411,920276,61222,33005666,1.664420265,50.35360372,89.65009835,7.497053724,0.004140306,0.060613328,261,749,833,600,484,357,1239,888,3.733277533932582,5.963918096150782,4.786907513023095,-0.9524487086314068,-1.9842109528292702,-1.0481121325919116
267,268,COLLEX,take,measures,take,measure,verb_obj,,2911,1120240,19984,33005666,2.101575319,41.38227665,85.73003169,6.386413281,0.002063102,0.111793382,479,372,213,334,428,422,123,540,3.464042205438811,6.049311075803824,4.300682421030061,-1.3661953887953706,-1.7940420262217682,-0.3574087689191018
268,269,COLLEX,talk,shop,talk,shop,verb_obj,,191,19235,8734,33005666,5.229766177,13.45197625,82.40324926,7.805887776,0.00967083,0.021291415,4,26,41,28,21,6,52,13,2.2810333672477277,4.284092190642834,3.9412131875853214,-1.852124197738928,0.9476331020117317,0.2519050617471644
269,270,COLLEX,defeat,purpose,defeat,purpose,verb_obj,,481,7113,14223,33005666,7.293922831,21.79195217,272.9863402,9.528890974,0.06720622,0.033617441,45,110,28,51,46,37,71,93,2.682145076373832,3.8520528086978505,4.1529912100386195,-0.10183650203011659,1.694145803008428,0.01808304216227369
270,271,COLLEX,answer,door,answer,door,verb_obj,,1183,46953,71010,33005666,3.549780426,31.4577803,107.6522889,8.360259466,0.023076788,0.015269904,13,69,473,76,91,96,300,65,3.0729847446279304,4.6716633461617,4.851319512648745,-1.1028302349805477,-0.27880508077288285,-0.7186104817139648
271,272,COLLEX,give,birth,give,birth,verb_obj,,8924,705536,11984,33005666,5.122503091,91.75515639,541.55681,8.670815278,0.012553803,0.6103594658999991,781,1211,1166,1572,975,1015,1034,1170,3.9505595616118003,5.848519178547438,4.078601800355392,2.492366964099771,-2.782024166251722,2.5724273071565906
272,273,COLLEX,break,habit,break,habit,verb_obj,,375,77399,10530,33005666,3.924712037,18.08977169,70.49545361,7.126695344,0.004536626,0.033278131,23,62,37,92,41,27,15,78,2.574031267727719,4.8887353496068275,4.0224283711854865,-1.9872649029074432,0.10435860357228852,-0.0046533927683452036
273,274,COLLEX,gain,access,gain,access,verb_obj,,2813,52828,48839,33005666,5.169342999,51.5638579,309.320749,9.824401891,0.051851554,0.05607982,696,351,115,464,337,178,171,501,3.449169732165201,4.722864169168759,4.6887667629934,0.5566106706193591,-0.07009517285801385,-0.7307968279046122
274,275,COLLEX,stroll,streets,stroll,street,verb_obj,,79,529,13908,33005666,8.469239858,9.0557195441,166.8529928,7.486297386,0.148919379,0.005666544,2,6,20,23,22,1,1,4,1.8976270912904414,2.7234556720351857,4.143264682011221,-0.8951016758680941,3.2006386465473233,0.1721254933153628
275,276,COLLEX,do,harm,do,harm,verb_obj,,4142,476373,10202,33005666,4.814025706,62.07046178,329.2062298,8.123809167,0.008508574,0.391686826,310,792,511,487,359,538,436,709,3.617210094557434,5.677947138446113,4.008685319195168,0.8878397806685412,-1.7989717202132927,1.5456680656371038
276,277,COLLEX,make,progress,make,progress,verb_obj,,7634,920276,18325,33005666,3.901201188,81.52489744,315.1225988,8.058070999,0.007962133,0.388922928,914,995,493,779,1070,1717,653,1013,3.8827521556130797,5.963918096150782,4.263043983313166,1.1236908674298336,-2.5414019511222405,1.1049965804377586
277,278,COLLEX,drop,bombs,drop,bomb,verb_obj,,1744,45015,11339,33005666,6.817270707,41.39091192,439.5481743,9.985953929,0.038451537,0.152493982,53,229,149,220,222,364,285,222,3.2415464805965484,4.653357254480534,4.054574755294823,0.9072677606903032,0.43268357269196817,0.4377883432583343
278,279,COLLEX,make,sacrifices,make,sacrifice,verb_obj,,2192,920276,5079,33005666,3.952206619,43.79406324,172.2985457,6.278384666,0.002291915,0.403760787,185,315,168,271,259,291,390,313,3.3408405498123317,5.963918096150782,3.705778212828598,-0.35039890280248953,-1.922606608580697,1.8733795458546214
279,280,COLLMATCH,have,say,have,say,verb_obj,,3598,2932623,4424,33005666,3.194293986,53.43014834,161.6499343,5.327044549,0.001199422,0.6103594658999991,229,806,257,298,551,536,320,601,3.5560611590095323,6.467256236337788,3.645815118296642,0.0274465580113923,-3.1109413807353157,2.931640193261826
280,281,COLLMATCH,lose,sleep,lose,sleep,verb_obj,,753,187354,9625,33005666,3.784738349,25.44981586,94.48101033,6.968823749,0.003748793,0.072578512,15,119,79,110,102,106,119,103,2.8767949762007006,5.272662969697675,3.983400738180538,-1.6293861854919836,-0.4102524837222655,0.04387631809450126
281,282,COLLMATCH,do,justice,do,justice,verb_obj,,2054,476373,9988,33005666,3.832718614,42.14027246,159.0665908,7.112552444,0.004067844,0.19127159,295,371,182,276,199,158,167,406,3.3126004392612596,5.677947138446113,3.99947853367931,-0.7080394991513319,-1.251583019032119,0.4717871108830735
282,283,COLLMATCH,draw,breath,draw,breath,verb_obj,,1605,64677,25790,33005666,4.989078662,38.80098629,218.6623087,9.183253572,0.024081431,0.060320985,13,39,1281,74,35,15,64,84,3.205475036740891,4.8107498672383535,4.411451342137937,-0.22722669198164602,-0.045055800979649306,-0.33176909872166477
283,284,COLLMATCH,say,grace,say,grace,verb_obj,,375,121834,3361,33005666,4.917725058,18.72424895,102.9427541,6.616929365,0.002987154,0.107893618,5,13,86,38,26,26,165,16,2.574031267727719,5.085768503008109,3.5264685124694775,-1.747419241085146,0.13025833599293524,0.7003776611375317
284,285,COLLMATCH,break,news,break,news,verb_obj,,1317,77399,33083,33005666,4.085420253,34.15273512,140.7156854,8.609587814,0.016051021,0.037501533,60,145,231,174,154,246,173,134,3.119585774961784,4.8887353496068275,4.519604884930404,-0.8335602703013917,-0.2596034964749149,-0.4908355310971717
285,286,COLLMATCH,make,move,make,move,verb_obj,,7581,920276,19390,33005666,3.809650561,80.85961657,302.7897878,8.046383927,0.007869697,0.363305798,197,959,1295,912,1075,695,1670,778,3.8797264966395772,5.963918096150782,4.287577809078705,1.0183811364437827,-2.4960192246570987,0.9336577535283592
286,287,COLLMATCH,raise,objection,raise,objection,verb_obj,,392,122986,3877,33005666,4.762060627,19.06933087,99.33378845,6.661798006,0.003081372,0.097394337,60,51,37,56,66,50,8,64,2.593286067020457,5.089855676733738,3.58849580100721,-1.771472198898183,0.09608762658896833,0.5893284874403819
