,idx,source,w1,w2,w1_lemma,w2_lemma,rel_type,note,total_freq,w1_freq,w2_freq,rel_type_total_freq,MI,t-score,z-score,logDice,ΔP(w1->w2),ΔP(w2->w1),acad,blog,fic,mag,news,spok,tvm,web,log_freq,w1_log,w2_log,PC1,PC2,PC3
95,96,NW2017,take,effect,take,effect,verb_obj,,3868,1120240,74125,33005666,0.7665783830999999,21.74086995,26.95730734,6.729559716,0.001249411,0.018282345,392,468,119,404,1040,484,89,872,3.587486465410964,6.049311075803824,4.869964706372319,-1.941171512083398,-1.7906203505254057,-1.1487535578600305
96,97,NW2017,lose,faith,lose,faith,verb_obj,,1612,187354,19258,33005666,3.882268886,37.42699885,143.7224781,7.998071506,0.008066345,0.078074608,68,281,150,170,183,217,307,236,3.2073650374690716,5.272662969697675,4.284611182369772,-0.8681405794238761,-0.6651261826470699,-0.24118065948714218
97,98,NW2017,raise,capital,raise,capital,verb_obj,,566,122986,6999,33005666,4.439800952,22.69454149,105.7250852,7.15667262,0.004406515,0.077158849,61,106,9,120,150,35,16,69,2.7528164311882715,5.089855676733738,3.845035993513415,-1.5695212535476342,-0.05897225226826927,0.2558115790607518
98,99,NW2017,make,peace,make,peace,verb_obj,,2536,920276,17855,33005666,2.348801811,40.47284483,91.34686173,6.468909162,0.00227825,0.114212465,166,255,300,319,334,416,432,314,3.404149249209695,5.963918096150782,4.2517598545288005,-1.3448561762803348,-1.6518694236291345,-0.26845300812360445
99,100,NW2017,gain,knowledge,gain,knowledge,verb_obj,,788,52828,28570,33005666,4.107033606,26.44233126,109.76652,8.309346093,0.014073249,0.026003314,336,155,27,69,32,12,24,133,2.8965262174895554,4.722864169168759,4.455910240382743,-1.2363613555950592,0.007915396549853319,-0.3704036144804113
100,101,NW2017,direct,traffic,direct,traffic,verb_obj,,361,17246,7855,33005666,6.458695676,18.78398074,176.1644207,8.880397806,0.020705219,0.045446288,9,49,67,51,96,28,29,32,2.5575072019056577,4.2366883817646155,3.895146189375992,-0.8829606890176552,1.1630754230624953,0.3312721030366782
101,102,NW2017,provide,relief,provide,relief,verb_obj,,1194,262168,7002,33005666,4.424114072,32.94473044,152.6446117,7.183429022,0.004376953,0.162614085,202,161,42,232,212,157,13,175,3.0770043267933502,5.418579680979008,3.8452221064290137,-0.9493126900382359,-0.6779570637349905,0.5694902505999005
102,103,NW2017,commit,murder,commit,murder,verb_obj,,1887,29010,8181,33005666,8.035764921,43.27408213,701.0209622,10.69921279,0.064855673,0.229834427,79,172,159,115,172,607,384,199,3.2757719001649312,4.462547728802664,3.912806392661292,1.998296301352184,0.8571259964027653,0.9456207372031268
103,104,NW2017,use,technology,use,technology,verb_obj,,5837,568669,24188,33005666,3.807988228,70.94549525,265.5120065,8.333686717,0.009698576,0.224252916,1724,792,67,1097,650,409,161,937,3.7661896933101597,5.754859554090234,4.383599959933904,0.5218832869799492,-1.878781323028907,0.1479643491734383
104,105,NW2017,practice,medicine,practice,medicine,verb_obj,,996,17835,7489,33005666,7.943231336,31.43124088,493.1022388,10.33178425,0.055648418,0.132484759,103,103,49,127,154,198,119,143,2.998259338423699,4.251273113674372,3.874423830586502,0.9990619039310449,1.3129609390606518,0.5843556634419975
105,106,NW2017,pay,cash,pay,cash,verb_obj,,1021,147589,13200,33005666,4.112501542,30.1058369,125.2113982,7.700957965,0.006547205,0.072906016,11,178,127,98,142,82,230,153,3.0090257420869104,5.169053990160983,4.12057393120585,-1.1822346104398187,-0.37278504871514306,-0.05687983500573625
106,107,NW2017,keep,score,keep,score,verb_obj,,771,240281,19610,33005666,2.433132461,22.62548744,52.58003508,6.603039901,0.002633777,0.032055728,17,110,81,108,111,100,138,106,2.8870543780509568,5.380719430723204,4.292477593667784,-2.1189326778694,-0.7374751403770969,-0.4207864691937274
107,108,NW2017,take,pleasure,take,pleasure,verb_obj,,1559,1120240,9299,33005666,2.304379305,31.49069639,69.98837512,5.499102559,0.001148922,0.133749279,141,195,477,187,132,63,151,213,3.192846115188842,6.049311075803824,3.9684362477117046,-1.849032244751709,-1.5522442636860214,0.08687263165731891
108,109,NW2017,make,contact,make,contact,verb_obj,,5432,920276,19376,33005666,3.329787909,66.37193657,210.4590033,7.565500736,0.005467987,0.252612753,396,539,1154,815,463,502,955,608,3.7349597612724454,5.963918096150782,4.287264125798977,0.14314265913143112,-2.1437487234198143,0.358836212268207
109,110,NW2017,take,exception,take,exception,verb_obj,,735,1120240,4179,33005666,2.373492353,21.8790817,49.80526856,4.633139403,0.000592539,0.141956532,64,139,35,81,162,133,35,86,2.8662873390841948,6.049311075803824,3.621072371143626,-2.4187356676157363,-1.2651709364328028,0.439363557821329
110,111,NW2017,get,permission,get,permission,verb_obj,,1319,994716,11268,33005666,1.957570218,26.96753509,53.14775565,5.42505292,0.001015207,0.086949103,64,188,111,164,177,261,192,162,3.1202447955463652,5.997699103621655,4.051846838313736,-2.162576475323606,-1.4280658753005269,-0.2014802218434434
111,112,NW2017,declare,victory,declare,victory,verb_obj,,525,12066,12722,33005666,6.818686248,22.70989973,241.2846881,9.43881936,0.043141013,0.040917294,23,72,11,71,110,156,16,66,2.720159303405957,4.081563320980385,4.104555391240513,-0.32064286647146334,1.3184953962044088,0.09770692667343207
112,113,NW2017,collect,data,collect,datum,verb_obj,,3762,33083,51536,33005666,6.186399117,60.49294013,516.2386812,10.50859012,0.112265091,0.072107764,1945,353,53,485,256,130,48,492,3.5754187912143602,4.519604884930404,4.712110707475616,1.7347152229052258,0.4899860171942546,-0.9468876560723324
113,114,NW2017,lose,confidence,lose,confidence,verb_obj,,856,187354,17931,33005666,3.072101778,25.77857646,74.75776751,7.094198297,0.004048602,0.042084998,74,108,38,93,164,202,77,100,2.932473764677153,5.272662969697675,4.253604510553344,-1.7608668790170592,-0.580218431676166,-0.3247075647271581
114,115,NW2017,keep,pace,keep,pace,verb_obj,,2462,240281,7195,33005666,5.554683401,48.56290038,332.9413812,8.348685951,0.010101885,0.334975101,368,272,363,453,500,146,81,279,3.3912880485952974,5.380719430723204,3.857030798272624,0.61685398722158,-1.0355357324808023,1.503419734812581
115,116,NW2017,raise,revenue,raise,revenue,verb_obj,,944,122986,10567,33005666,4.583440622,29.44304087,144.1647944,7.855590191,0.007383024,0.08563593,97,197,1,84,175,132,7,251,2.974971994298069,5.089855676733738,4.023951707423388,-1.0410874501371392,-0.20137860044443928,0.11756584438327872
116,117,NW2017,avoid,conflict,avoid,conflict,verb_obj,,673,57855,12387,33005666,4.953979838,25.1052714,139.769749,8.294416392,0.011276998,0.052598013,163,75,31,94,117,55,24,114,2.828015064223977,4.762340897921723,4.092966137594365,-1.0868215344913923,0.2506885399936496,0.02012436608003212
117,118,NW2017,gain,entry,gain,entry,verb_obj,,378,52828,7556,33005666,4.96603064,18.82017722,105.2169721,7.680363717,0.00693747,0.048436984,70,38,38,57,76,24,30,45,2.5774917998372255,4.722864169168759,3.878291949249796,-1.5753799478778292,0.4491191099938351,0.22681546826562585
118,119,NW2017,give,priority,give,priority,verb_obj,,1246,705536,7633,33005666,2.932904078,30.67633163,84.77142333,5.839203885,0.001568294,0.141895176,500,127,24,144,180,75,23,173,3.095518042323151,5.848519178547438,3.882695262381597,-1.699422227343762,-1.2470202950724865,0.2798860513165621
120,121,NW2017,cause,cancer,cause,cancer,verb_obj,,1347,80259,13903,33005666,5.316260347,35.78034943,225.8507266,8.872676792,0.016401818,0.094493695,104,129,34,391,156,231,92,210,3.1293675957229854,4.9044937442691445,4.143108522762512,-0.2999561180191511,-0.02000425551065496,0.07228446354498957
121,122,NW2017,reduce,poverty,reduce,poverty,verb_obj,,380,89321,3947,33005666,5.152813396,18.94563935,113.0016963,7.060761048,0.004145953,0.093580611,123,49,1,52,45,33,0,77,2.57978359661681,4.9509535766032835,3.5962671263955155,-1.6030616989962392,0.2921919540861455,0.610146990893036
122,123,NW2017,declare,independence,declare,independence,verb_obj,,678,12066,6641,33005666,8.125507187,25.94519502,433.5783977,10.21385087,0.056010218,0.101747957,94,49,20,103,174,114,35,89,2.8312296938670634,4.081563320980385,3.822233480238844,0.6656068502556386,1.63156362949355,0.5406139778819309
123,124,NW2017,prevent,infection,prevent,infection,verb_obj,,567,54014,6074,33005666,5.833938335,23.39431504,176.6873877,8.272415642,0.010330155,0.091729073,122,55,9,190,60,49,11,71,2.7535830588929064,4.732506340095538,3.7834747875822465,-0.8932539541985678,0.49296792686893015,0.4907035378055486
124,125,NW2017,create,wealth,create,wealth,verb_obj,,660,215642,9381,33005666,3.428727914,23.30473116,76.47492714,6.58660927,0.002794663,0.063839633,65,171,8,90,37,87,8,194,2.8195439355418688,5.333733351096386,3.9722491359625955,-1.9000012579834245,-0.472683921905901,-0.0028064745325261497
125,126,NW2017,gather,intelligence,gather,intelligence,verb_obj,,342,20877,6949,33005666,6.28184643,18.25556408,161.0302098,8.6537066,0.01618136,0.048593418,30,28,15,60,56,81,23,49,2.534026106056135,4.319668091214678,3.841922311679451,-1.0298725889234024,1.0697897445469398,0.3753178205166842
126,127,NW2017,approach,significance,approach,significance,verb_obj,,178,24672,7734,33005666,4.944357706,12.90834278,71.6259638,7.491760097,0.006985555,0.022272968,174,2,0,0,0,0,0,2,2.250420002308894,4.392204356370863,3.8884041677370464,-2.0331329681570827,0.8369163547781573,0.26193649850736433
127,128,NW2017,prevent,violence,prevent,violence,verb_obj,,308,54014,13469,33005666,3.804596022,16.29396292,60.90816079,7.22455005,0.005302822,0.021239486,62,32,10,32,68,73,3,28,2.4885507165004443,4.732506340095538,4.129335352916489,-2.0983715822653077,0.2111280535642707,-0.06460664803620225
128,129,NW2017,meet,criteria,meet,criterion,verb_obj,,3639,102286,9276,33005666,6.984000435,59.84758667,673.354013,10.06184016,0.035405396,0.389313087,2146,326,18,296,229,109,39,476,3.5609820555862353,5.009816195404983,3.9673607399659496,2.25043130896284,-0.5879927389744685,1.718813912813106
129,130,NW2017,take,refuge,take,refuge,verb_obj,,1213,1120240,3387,33005666,3.39940552,31.52743952,102.411851,5.144632069,0.001014622,0.324226475,151,77,245,193,185,103,69,190,3.083860800866573,6.049311075803824,3.5298151966446305,-1.349028637262825,-1.6676129617649729,1.5656857260019774
130,131,NW2017,use,software,use,software,verb_obj,,2674,568669,10911,33005666,3.830268778,48.07531125,181.315529,7.240135464,0.00444827,0.227919689,977,373,24,477,224,60,35,504,3.4271614029259654,5.754859554090234,4.037864555774374,-0.40425255093837087,-1.495983513180039,0.5964440131311743
131,132,NW2017,gain,admission,gain,admission,verb_obj,,182,52828,2750,33005666,5.369773939,13.16447092,84.65155152,6.745568341,0.003367213,0.064586626,49,12,10,25,48,5,1,32,2.2600713879850747,4.722864169168759,3.439332693830263,-2.0551756146261835,0.7299962748562436,0.6849190474149979
132,133,NW2017,undergo,surgery,undergo,surgery,verb_obj,,2020,17192,12382,33005666,8.29094344,44.80090974,792.8630283,11.12809781,0.1171824,0.162680191,281,161,32,373,732,199,41,201,3.305351369446624,4.235326402483387,4.092790799676886,2.4415336263352643,1.4726303075755869,0.21393814240108103
133,134,NW2017,feel,sympathy,feel,sympathy,verb_obj,,474,80653,5163,33005666,5.231519163,21.19205235,129.8958013,7.499784213,0.005734614,0.089377459,24,82,110,39,56,65,22,76,2.6757783416740852,4.9066205262099665,3.7129021250472225,-1.361254842064392,0.28264264680258966,0.49621798563029174
134,135,NW2017,begin,construction,begin,construction,verb_obj,,350,56637,5834,33005666,5.127694586,18.17317561,107.4547858,7.520312108,0.006013267,0.058287468,52,41,10,66,113,14,9,45,2.5440680443502757,4.753100241186811,3.765966424785714,-1.6021362031697473,0.48318609236148097,0.35784599804279943
135,136,NW2017,get,approval,get,approval,verb_obj,,1209,994716,9333,33005666,2.103758566,26.68123245,55.31629735,5.302200282,0.000961634,0.099430722,41,192,51,143,274,263,104,141,3.0824263008607717,5.997699103621655,3.970021265828366,-2.169451872780572,-1.3958504166075234,-0.06578365667102437
136,137,NW2017,gain,perspective,gain,perspective,verb_obj,,415,52828,14329,33005666,4.177512419,19.24573256,81.86772448,7.661717362,0.007433443,0.027373555,122,77,14,66,38,8,13,77,2.6180480967120925,4.722864169168759,4.156215882676762,-1.746501633091139,0.22738534175891037,-0.08116341857499303
137,138,NW2017,take,aim,take,aim,verb_obj,,1729,1120240,3847,33005666,3.727037996,38.4411184,139.8849946,5.655399885,0.001476994,0.415548718,84,111,357,299,303,334,94,147,3.2377949932739227,6.049311075803824,3.5851221863068155,-0.7030298501104053,-1.953099445150346,2.0389822672026057
139,140,NW2017,central,figure,central,figure,mod_noun,,695,44102,57771,64729561,4.142176242,24.86980694,104.503795,7.804456957,0.01487656,0.011359068,201,44,27,116,122,96,7,82,2.8419848045901137,4.644458284916104,4.761709885123603,-1.4577368060624605,0.06581513434795665,-0.3832502014871623
140,141,NW2017,large,number,large,number,mod_noun,,15011,302200,150735,64729561,4.4148548,116.7755627,539.3290695,10.08478797,0.047565782,0.095138257,4753,1979,312,2094,1753,1560,122,2438,4.176409624955842,5.480294460003006,5.178214105280843,2.1720588771956426,-1.754721918991241,-1.3727017283159797
141,142,NW2017,public,interest,public,interest,mod_noun,,3324,233955,86964,64729561,3.402623835,52.20235686,169.7602594,8.406854985,0.012911028,0.034654926,914,416,40,449,545,369,48,543,3.5216610151120733,5.369132331208923,4.939339507365903,-0.48023861072535423,-1.0588934613472498,-0.9081771126542666
142,143,NW2017,hard,work,hard,work,mod_noun,,11872,98407,154106,64729561,5.66315993,106.8084975,760.3198175,10.58927724,0.118441121,0.075697823,782,2646,926,1565,1487,1292,1134,2040,4.0745238879349515,4.993025992265144,5.1878195479732145,2.941561988701763,-0.5579226659356649,-1.5769805483365897
143,144,NW2017,natural,beauty,natural,beauty,mod_noun,,914,93816,11279,64729561,5.805073826,29.69171377,222.0168515,8.154715847,0.009582114,0.07960007,102,96,77,241,175,57,47,119,2.960946195733831,4.972276912143853,4.052270596656749,-0.683262487542953,0.25127455347145516,0.2918691351573287
144,145,NW2017,full,stop,full,stop,mod_noun,,597,169882,19055,64729561,3.577453044,22.38682547,77.34867004,6.694041391,0.003228298,0.028714324,48,161,77,51,17,43,78,122,2.775974331129369,5.230147365244536,4.280008953108186,-1.9712479929170572,-0.2726554826048663,-0.17785706449651947
145,146,NW2017,good,reason,good,reason,mod_noun,,11106,874265,99023,64729561,3.053785909,92.6939549,267.1111343,8.546544438,0.011326426,0.098800481,910,2189,1059,1584,936,1236,1424,1768,4.045557669136548,5.941643092352565,4.995736079576857,0.6300559101354316,-2.243968679764713,-1.0815235170785593
146,147,NW2017,main,road,main,road,mod_noun,,1430,93553,34901,64729561,4.825243765,36.48143578,194.2421502,8.510907141,0.014767615,0.039549072,122,88,498,152,228,97,123,122,3.155336037465062,4.971057718747365,4.5428378707488655,-0.6258529392393146,-0.11421924321072814,-0.3454493946780205
147,148,NW2017,national,forest,national,forest,mod_noun,,901,151638,18670,64729561,4.364598564,28.55956892,129.6251259,7.437596616,0.005666626,0.045929848,94,39,28,409,198,71,18,44,2.954724790979063,5.1808080477493075,4.271144317949078,-1.3331380830767787,-0.19898429771009166,-0.11344085778964443
148,149,NW2017,fast,food,fast,food,mod_noun,,5548,32361,70879,64729561,7.290634257,74.00915894,926.0517744,10.78210955,0.170431136,0.077859557,330,792,427,1189,1133,579,350,748,3.7441364524012473,4.510021933452339,4.850517581656287,3.1250616429821947,0.9969079036509925,-1.1812588796505286
149,150,NW2017,real,life,real,life,mod_noun,,14468,251769,219090,64729561,4.085594024,113.1983578,466.4265916,9.975642303,0.054291848,0.0623583,1285,2590,1014,2194,1668,2108,1116,2493,4.1604085000895825,5.401002254930883,5.340622555361112,1.9041717567972156,-1.697100771464064,-1.651181663645638
150,151,NW2017,new,wave,new,wave,mod_noun,,1539,799568,30507,64729561,2.029984997,29.62430387,59.8675301,5.924895347,0.001471669,0.038112961,211,174,77,324,339,175,48,191,3.187238619831479,5.902855404628776,4.484399502053907,-2.0477056592304628,-1.3055138536045876,-0.5834060488374023
151,152,NW2017,whole,family,whole,family,mod_noun,,4329,219605,88666,64729561,3.84709472,61.22317172,232.252971,8.845978434,0.018405317,0.045493338,132,451,618,531,372,764,1044,417,3.6363875858131567,5.34164222397336,4.947757116527084,0.030296471515775785,-1.0621918156220715,-0.93033717118214
152,153,NW2017,red,cross,red,cross,mod_noun,,144,92849,4157,64729561,4.593920601,11.50309502,56.52865556,5.604138638,0.00148882,0.033208084,12,29,38,11,3,6,30,15,2.1583624920952498,4.967777230673316,3.618780024506215,-2.6873459833159608,0.5362808546075084,0.5009047909887074
153,154,NW2017,inner,city,inner,city,mod_noun,,3531,26541,76602,64729561,6.812752941,58.89364398,624.4388581,10.13157472,0.131910119,0.045739502,422,435,91,574,717,829,90,373,3.5478977175630972,4.423917281991123,4.884240108766086,1.8799294443198613,0.8931486246832209,-1.039208060140376
154,155,NW2017,major,concern,major,concern,mod_noun,,1414,161789,46729,64729561,3.597703248,34.49714372,120.0304501,7.795754003,0.008037958,0.027780176,490,131,11,193,224,196,21,148,3.150449409460881,5.208948990689733,4.66958648722742,-1.1918537834423122,-0.5631309215922266,-0.5489027755391117
155,156,NW2017,big,surprise,big,surprise,mod_noun,,2272,452412,11225,64729561,4.855963008,46.01956251,247.6496664,7.327110942,0.004882684,0.195449975,25,268,189,260,307,495,516,212,3.3564083270389813,5.65553411584817,4.050186349675361,-0.28818138506981505,-0.9944091761754332,0.637315317421989
156,157,NW2017,sweet,smell,sweet,smell,mod_noun,,485,35358,8642,64729561,6.682863754,21.80836311,221.0519208,8.496625034,0.013590754,0.055582447,10,28,275,60,39,14,33,26,2.6857417386022635,4.548487691478793,3.9366142619752114,-0.7816048113913133,0.9732378348382442,0.4385751056016042
157,158,NW2017,cold,war,cold,war,mod_noun,,3050,48588,63469,64729561,6.000437991,54.36414819,434.9792087,9.800720279,0.061838593,0.047350754,726,183,41,534,624,600,102,240,3.484299839346786,4.686529022816038,4.802561655744188,0.9332607642421228,0.22437780812334235,-0.7009566496092461
158,159,NW2017,difficult,situation,difficult,situation,mod_noun,,1515,33504,71296,64729561,5.359444218,37.97490375,243.3175398,8.887822887,0.044139884,0.020754699,193,181,50,138,173,482,111,187,3.180412632838324,4.5250966599987485,4.853065164821597,-0.22488407711242023,0.29737594445109156,-0.5840541774287232
159,160,NW2017,serious,crime,serious,crime,mod_noun,,1134,75486,32932,64729561,4.884002318,32.53446889,176.7906611,8.420960152,0.014530836,0.033285352,111,119,51,93,268,264,80,148,3.0546130545568877,4.877866412734667,4.517618106739483,-0.7971581611170758,0.038191672556725356,-0.29352372982862085
160,161,NW2017,quick,glance,quick,glance,mod_noun,,842,43839,8259,64729561,7.233919142,28.82447072,353.6508167,9.048736054,0.01909198,0.101285048,26,80,516,86,36,10,11,77,2.9253120914996495,4.641860639011095,3.9169274661129925,0.0105404807424193,0.857133953731948,0.6114338275210545
161,162,NW2017,reasonable,doubt,reasonable,doubt,mod_noun,,1842,23248,6783,64729561,9.562451965,42.86176517,1178.589287,10.97289245,0.079156262,0.271230522,101,174,44,95,202,837,213,176,3.26528962586083,4.366385596953946,3.831421817065022,3.0827540363171466,1.4559442927194683,1.4694246020824666
162,163,NW2017,long,term,long,term,mod_noun,,43372,339708,162993,64729561,5.664011585,200.61107730999987,1453.692124,11.46513532,0.125816594,0.261507697,9599,7560,534,6910,6573,4758,562,6876,4.637209449101425,5.531105774467746,5.2121689533202,6.078941587247852,-2.3394609022441473,-1.3269688604709289
163,164,NW2017,heavy,rain,heavy,rain,mod_noun,,2003,58804,10367,64729561,7.732530568,44.54445356,649.6141218,9.890067013,0.033932977,0.192331568,105,135,179,303,485,505,45,246,3.3016809492935764,4.769406868913598,4.0156530985354655,1.4417632152986866,0.5189632169795708,0.8795785300373946
164,165,NW2017,favourite,subject,favourite,subject,mod_noun,,660,63204,28136,64729561,4.586385733,24.62108458,120.6776985,7.887363045,0.010017488,0.022490837,50,40,71,105,210,62,68,54,2.8195439355418688,4.800744564405106,4.449262355308886,-1.3660792641112591,0.17253093936834044,-0.19203717355379976
165,166,NW2017,small,talk,small,talk,mod_noun,,1822,314204,27522,64729561,3.769588913,39.55510444,146.0771216,7.448826751,0.005399807,0.061373576,34,161,666,231,112,74,346,198,3.2605483726369795,5.497211709560956,4.439679990515626,-1.0188932359801366,-0.8096739903088048,-0.34432523187180225
166,167,NW2017,human,nature,human,nature,mod_noun,,5414,201004,39596,64729561,5.460468794,71.90882015,477.1606393,9.526202055,0.026405068,0.133707485,1242,933,259,550,307,367,309,1447,3.7335182514344876,5.30320470001075,4.597651315580316,1.2256320242832563,-0.8379274715619465,-0.25733132167801265
167,168,NW2017,open,science,open,science,mod_noun,,60,76761,40298,64729561,0.7665783830999999,9.0557195441,14.588844275,4.633139403,0.000592539,0.0018598236999999998,5,28,0,5,0,4,1,17,1.7781512503836436,4.88514062384943,4.605283492530251,-3.9622478439991577,-0.2755153110137335,-0.15025542268090678
168,169,NW2017,high,degree,high,degree,mod_noun,,3333,464512,40031,64729561,3.536340609,52.75622389,179.6991413,7.757987898,0.006604231,0.07613136,1806,342,56,278,175,151,40,485,3.52283531366053,5.666996937848425,4.602396439194722,-0.545366336990259,-1.2515652982369818,-0.5360547877311014
169,170,NW2017,special,occasion,special,occasion,mod_noun,,1552,124734,12493,64729561,6.010506644,38.78434417,311.4066242,8.533708002,0.012273125,0.122326176,97,186,248,258,185,84,341,153,3.1908917169221698,5.095984849627232,4.096666739975382,-0.049443931914281904,-0.024874457721019125,0.39499074806765244
170,171,NW2017,heavy,metal,heavy,metal,mod_noun,,2321,58804,11567,64729561,7.7870984,47.95864196,712.7577948,10.07783741,0.039327134,0.199784286,494,268,203,469,325,176,166,220,3.3656751404559175,4.769406868913598,4.063220735581995,1.7144992256209386,0.4915541013924679,0.8453908357641072
171,172,NW2017,strong,desire,strong,desire,mod_noun,,593,115899,12605,64729561,4.715592587,23.42477744,120.0723143,7.240434553,0.004930619,0.045263127,154,77,47,62,62,42,14,135,2.7730546933642626,5.064079688799183,4.100542850012465,-1.5373961805732648,0.09536271765013453,0.08766578688147113
172,173,NW2017,entire,career,entire,career,mod_noun,,1461,111482,36060,64729561,4.556098806,36.59821925,177.5093184,8.341974291,0.012569816,0.038815157,80,250,53,219,266,221,168,204,3.1646502159342966,5.047204751404493,4.557025722386383,-0.7394181763047867,-0.23940229405314994,-0.38186034072359026
173,174,NW2017,high,drama,high,drama,mod_noun,,354,464512,14382,64729561,1.778193898,13.32944191,24.68634629,4.633139403,0.000592539,0.017441781,24,20,28,76,73,87,15,31,2.5490032620257876,5.666996937848425,4.157819284417298,-3.167309358982677,-0.7416723076888961,-0.24678724722562778
174,175,NW2017,long,tradition,long,tradition,mod_noun,,1220,339708,36353,64729561,2.676864342,29.46635051,74.51343446,6.732058261,0.00304569,0.028327613,387,123,29,207,189,145,28,112,3.0863598306747484,5.531105774467746,4.560540256451853,-1.80406008586896,-0.8893786911399766,-0.5465121321678635
175,176,NW2017,great,gift,great,gift,mod_noun,,1532,458266,19714,64729561,3.456363328,35.57494396,117.8633399,6.714609854,0.003060142,0.070653087,38,226,113,269,119,249,233,285,3.185258765296585,5.661117636952104,4.294774752218443,-1.3875902454577613,-0.922423156829728,-0.21431369646083026
176,177,NW2017,public,image,public,image,mod_noun,,814,233955,58333,64729561,1.94891018,21.14090064,41.5397326,6.51185391,0.002587473,0.010349347,170,98,32,134,178,93,30,79,2.910624404889201,5.369132331208923,4.765914312276788,-2.2860439281459266,-0.8395764529096398,-0.6427573921284684
177,178,NW2017,dark,cloud,dark,cloud,mod_noun,,1010,72758,15521,64729561,5.855308804,31.23154171,237.6321598,8.550356911,0.013657204,0.063964434,42,81,324,178,117,82,97,89,3.0043213737826426,4.861880752501097,4.190919698912573,-0.5174665346616746,0.32797864906251667,0.11889465571078409
178,179,NW2017,good,fortune,good,fortune,mod_noun,,2524,874265,6822,64729561,4.775727421,48.40539238,253.3450057,6.55257124,0.002819688,0.356510626,219,277,503,488,330,170,232,305,3.402089350572097,5.941643092352565,3.8339117150713786,-0.05971023651397174,-1.6108172137603702,1.6634709837534856
179,180,NW2017,long,silence,long,silence,mod_noun,,914,339708,9312,64729561,4.225160728,28.61594306,123.7536796,6.423100171,0.002560122,0.092918176,20,19,709,63,31,24,8,40,2.960946195733831,5.531105774467746,3.969042967305813,-1.5276553409173106,-0.512000620980909,0.24996488384874882
180,181,NW2017,future,research,future,research,mod_noun,,3296,65410,73702,64729561,5.467782168,56.11353998,373.2938961,9.600613179,0.049301054,0.043759945,2956,67,1,119,9,13,0,131,3.5179872030250783,4.815644149131965,4.867479273166766,0.6848639893250634,-0.09298755811505771,-0.7696335500388112
181,182,NW2017,hard,copy,hard,copy,mod_noun,,720,98407,13178,64729561,5.167457346,26.08618375,156.3833026,7.724069518,0.007123797,0.053127052,159,138,61,66,55,25,77,139,2.8573324964312685,4.993025992265144,4.119849503211517,-1.1720451210781428,0.18311217144379185,0.11819475426866947
182,183,NW2017,free,speech,free,speech,mod_noun,,6663,146612,33627,64729561,6.450901441,80.69411879,754.7433578,10.24240449,0.045028975,0.195981168,1090,1871,34,523,856,1005,163,1121,3.8236698132681366,5.166169518193912,4.5266881238843135,2.3453966479354063,-0.6189208451569405,0.08989486083398913
183,184,NW2017,low,income,low,income,mod_noun,,10824,195772,53421,64729561,6.065933231,102.4854738,838.8344156,10.47504211,0.054628733,0.199757347,2570,1389,51,1418,2528,1148,64,1656,4.034387783589566,5.2917505775843185,4.727712013419855,2.929830998482265,-1.078337971758948,-0.27033464192212614
184,185,NW2017,basic,rule,basic,rule,mod_noun,,670,63837,62695,64729561,3.437770665,23.49563784,77.34340426,7.438874522,0.009536317,0.009709851,93,123,25,135,69,65,40,120,2.8260748027008264,4.805072469287856,4.797232906715949,-1.759236890513739,-0.1909560858662626,-0.45270408344471624
185,186,NW2017,upper,atmosphere,upper,atmosphere,mod_noun,,545,29860,12479,64729561,6.56489255,23.09864891,224.7508618,8.720412845,0.01806739,0.0432204,66,56,56,169,24,16,44,114,2.7363965022766426,4.4750898033890065,4.096179784714798,-0.6898885182505651,0.9676433325151533,0.26198459874295854
186,187,NW2017,top,secret,top,secret,mod_noun,,368,100632,12831,64729561,4.205407732,18.14347767,77.92870694,6.731699567,0.003464049,0.027131265,1,30,51,26,29,85,127,19,2.5658478186735176,5.002736104115174,4.1082605049764735,-2.0637914257036307,0.15639236145933408,0.053876386519050426
187,188,NW2017,senior,citizen,senior,citizen,mod_noun,,3054,55214,35744,64729561,6.646245759,54.71129202,547.5662058,10.10357143,0.054806603,0.084634654,158,256,122,397,1128,548,150,295,3.484869032720402,4.742049210914832,4.553203151435515,1.3103881180342851,0.33175959787052484,-0.31254831234581243
188,189,NW2017,wide,range,wide,range,mod_noun,,9349,67261,55967,64729561,7.328746322,96.08876237,1218.312882,11.27962576,0.138274906,0.166149415,3521,1060,132,1759,967,348,67,1495,3.970765159780768,4.8277633198809875,4.747932028036543,4.090551829378517,0.24099262310335026,-0.6785700245253916
189,190,NW2017,perfect,match,perfect,match,mod_noun,,845,59659,16643,64729561,5.783648849,28.5411965,211.8351719,8.503374279,0.013919544,0.049863252,30,93,97,157,92,89,195,92,2.926856708949692,4.775675969473216,4.221231613181412,-0.6928398817938984,0.43333934584199585,0.06996607557865255
190,191,NW2017,hot,sauce,hot,sauce,mod_noun,,1330,77896,21988,64729561,5.651441523,35.74360661,253.4107769,8.769244554,0.01675452,0.059304277,12,67,113,459,341,109,175,54,3.123851640967086,4.8915151569982465,4.342185728293693,-0.3270395336961751,0.17169288230251717,-0.06937772027180608
